,hpso01 (Ingest) [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=256] [Bmax=32500.0]
-> Identify Component [Mvis/s],,,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,614.1846021941276,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,146.86280238107457,146.86280238107457,146.86280238107457,1102.1059196889773,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,282.26248256839244,,282.26248256839244,,,,,,282.26248256839244,,188.17993597573266,,,,,,282.26248256839244,,188.17993597573266,,,,,,173.41261253466112,,,,173.41261253466112,,,,396.49413564121045,,396.49413564121045,,,,,
-> Degridding Kernel Update [Mvis/s],,1.3199921029556092,2.5708688077801307,1.3199921029758332,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.3199921029556092,2.5708688077801307,0.8806367618489448,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.3199921029556092,2.5708688077801307,0.8806367618489448,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.45188646550742,2.4799806007677883,,,1.45188646550742,2.4799806007677883,,,1.4597124423253462,2.55597464026604,1.4597124423262813,0.4356350823718271,0.43892920509089073,0.48494344697657366,1.1094670113620837,
-> Phase Rotation [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,20.910201094829723,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,20.910201094829723,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,20.910201094829723,104.5510054741486,319.13966239095527,,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,29.37256047621491,146.86280238107457,146.86280238107457,1102.1059196889773,
-> Reprojection [Mvis/s],,613.2906420414819,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,613.2906420414819,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,613.2906420414819,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,619.6696106492983,,,,619.6696106492983,,,,614.1846021941278,,614.1846021941277,84.25028836682134,10.531286045852667,84.25028836682132,84.25028836682134,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,3066.4532102074095,,3066.4532102074095,84.12766008799477,33.651064035197905,11.217021345065968,,,3066.4532102074095,,1362.8680934255149,84.12766008799477,33.651064035197905,11.217021345065968,,,3066.4532102074095,,1362.8680934255149,84.12766008799477,33.651064035197905,11.217021345065968,,,3098.348053246492,,,,3098.348053246492,,,,3070.9230109706386,,3070.923010970638,84.25028836682134,10.531286045852667,33.70011534672853,0.25711147572882487,
