,hpso01 (Ingest) [Na=32],hpso01 (RCAL) [Na=32],hpso01 (FastImg) [Na=32],hpso01 (ICAL) [Na=32],hpso01 (DPrepA) [Na=32],hpso01 (DPrepB) [Na=32],hpso01 (DPrepC) [Na=32],hpso01 (DPrepD) [Na=32],hpso02a (Ingest) [Na=32],hpso02a (RCAL) [Na=32],hpso02a (FastImg) [Na=32],hpso02a (ICAL) [Na=32],hpso02a (DPrepA) [Na=32],hpso02a (DPrepB) [Na=32],hpso02a (DPrepC) [Na=32],hpso02a (DPrepD) [Na=32],hpso02b (Ingest) [Na=32],hpso02b (RCAL) [Na=32],hpso02b (FastImg) [Na=32],hpso02b (ICAL) [Na=32],hpso02b (DPrepA) [Na=32],hpso02b (DPrepB) [Na=32],hpso02b (DPrepC) [Na=32],hpso02b (DPrepD) [Na=32],hpso04a (Ingest) [Nf_max=32768] [Na=32],hpso04a (RCAL) [Nf_max=32768] [Na=32],hpso04a (FastImg) [Nf_max=32768] [Na=32],hpso04a (PSS) [Nf_max=32768] [Na=32],hpso05a (Ingest) [Nf_max=32768] [Na=32],hpso05a (RCAL) [Nf_max=32768] [Na=32],hpso05a (FastImg) [Nf_max=32768] [Na=32],hpso05a (PST) [Nf_max=32768] [Na=32],max_low (Ingest) [Nf_max=32768] [Na=32],max_low (RCAL) [Nf_max=32768] [Na=32],max_low (FastImg) [Nf_max=32768] [Na=32],max_low (ICAL) [Nf_max=32768] [Na=32],max_low (DPrepA) [Nf_max=32768] [Na=32],max_low (DPrepA_Image) [Nf_max=32768] [Na=32],max_low (DPrepB) [Nf_max=32768] [Na=32],max_low (DPrepC) [Nf_max=32768] [Na=32],max_low (DPrepD) [Nf_max=32768] [Na=32]
-> IFFT [Tera/s],,0.07539412087011403,0.1550922798058644,0.6784786183730622,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.07539412087011403,0.1550922798058644,0.3015511244219509,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.07539412087011403,0.1550922798058644,0.3015511244219509,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.03808524617822714,0.07835264061781354,,,0.03808524617822714,0.07835264061781354,,,0.03774945960252355,0.07765916438887902,0.33973371653239864,0.028480196440261715,0.028482781189098083,0.05695522338285071,0.03954577658822209,
-> Identify Component [Tera/s],,,,8e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,3.92e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,3.92e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,,,,,,,,,4.6666666666666674e-08,9.125925925925925e-10,1.425925925925926e-09,3.6666666666666664e-08,5.33997037037037e-07,
-> Average [Tera/s],0.0017336456533333336,,,,,,,,0.0017336456533333336,,,,,,,,0.0017336456533333336,,,,,,,,0.0008668228266666668,,,,0.0008668228266666668,,,,0.0008668228266666668,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.2357000832772761,0.0,1.2552075440801687,0.3551414649290845,0.05114037094978816,0.0,,,0.2357000832772761,0.0,0.4100398550811058,0.3551414649290845,0.05114037094978816,0.0,,,0.2357000832772761,0.0,0.4100398550811058,0.3551414649290845,0.05114037094978816,0.0,,,0.042731400249123384,0.0,,,0.042731400249123384,0.0,,,0.10488556202666667,0.0,0.780140544,0.15957939782673358,0.04986856182085424,0.03590536451101505,0.0,
-> Receive [Tera/s],0.0018454937600000001,,,,,,,,0.0018454937600000001,,,,,,,,0.0018454937600000001,,,,,,,,0.0009227468800000001,,,,0.0009227468800000001,,,,0.0009227468800000001,,,,,,,,
-> Solve [Tera/s],,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,8.192e-09,,,,8.192e-09,,,,8.192e-09,,2.362026666666667e-07,,,,,
-> Degridding Kernel Update [Tera/s],,11.152981300419315,0.06508966003809924,116.77116503852025,7.818227465184588,71.42826699162873,159.31001389054316,,,11.152981300419315,0.06508966003809924,67.82394090045658,7.818227465184588,71.42826699162873,159.31001389054316,,,11.152981300419315,0.06508966003809924,67.82394090045658,7.818227465184588,71.42826699162873,159.31001389054316,,,1.0702198968911882,0.001660558166757095,,,1.0702198968911882,0.001660558166757095,,,8.198051654034924,0.03591091954243107,55.3162601504573,4.4684018859383725,3.9688134622314775,36.392080056062056,1957.627000279621,
-> Phase Rotation [Tera/s],,0.0005410155021764884,0.0,0.004200323108784906,0.0004238897962741703,0.0006952547776531869,0.0,,,0.0005410155021764884,0.0,0.001960224282334367,0.0004238897962741703,0.0006952547776531869,0.0,,,0.0005410155021764884,0.0,0.001960224282334367,0.0004238897962741703,0.0006952547776531869,0.0,,,0.00014299256980993566,0.0,,,0.00014299256980993566,0.0,,,0.00033811501147213655,0.0,0.0029490223125796457,0.000250451633899678,0.00029761051141235844,0.00046559743971298905,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.028469857444916265,0.0007117464361229065,0.14234928722458132,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.028469857444916265,0.0007117464361229065,0.05693971488983253,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,5.380931286804311,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,7.555842700129431,7.555842700129431,7.555842700129431,18.058808888888887,
-> Subtract Visibility [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,5.380931286804311,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,7.555842700129431,7.555842700129431,7.555842700129431,18.058808888888887,
-> Flag [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,7.555842700129431,7.555842700129431,7.555842700129431,18.058808888888887,14.68541246316694
-> Degrid [Mvis/s],,4.338397426615576,1352.23527209617,8.690528616234582,2.023887757508393,29.718609915943095,6607.27218314016,,,4.338397426615576,1352.23527209617,9.059186260833332,2.023887757508393,29.718609915943095,6607.27218314016,,,4.338397426615576,1352.23527209617,9.059186260833332,2.023887757508393,29.718609915943095,6607.27218314016,,,2.220144296357403,286.70780470156666,,,2.220144296357403,286.70780470156666,,,4.402886460055556,901.3974911563091,5.452840595331814,2.0164609978611576,1.3064209491527297,17.655711589783035,41593.773871650905,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,0.033346616258412745,2.4083422332596927,0.04861485079612159,0.032112863354103814,0.07315391179010805,1.3977582380388742,,,0.033346616258412745,2.4083422332596927,0.04630159397048297,0.032112863354103814,0.07315391179010805,1.3977582380388742,,,0.033346616258412745,2.4083422332596927,0.04630159397048297,0.032112863354103814,0.07315391179010805,1.3977582380388742,,,0.029790118710403265,1.475781827749785,,,0.029790118710403265,1.475781827749785,,,0.05821539453721359,3.3817667667223046,0.0682644053837881,0.05929252696488588,0.045092501729145223,0.09797925919886133,4.704421899176656,
-> Subtract Image Component [Mvis/s],,,,35.325540981589356,19.383012884273995,53.841702456316646,336.5106403519791,,,,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,30.330103812055675,19.411266439715636,53.92018455476563,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.004571945643963262,0.011006535809541189,0.005943529337152241,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.004571945643963262,0.011006535809541189,0.005660504130621181,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.004571945643963262,0.011006535809541189,0.005660504130621181,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.0059743593441807285,0.011063628415149497,,,0.0059743593441807285,0.011063628415149497,,,0.00540714503474447,0.011014554700405398,0.005947859538218918,0.0055072773502027016,0.00440582188016216,0.007343036466936934,0.018357591167342337,
-> Grid [Mvis/s],,4.338397426615576,1352.23527209617,8.690528616234582,2.023887757508393,29.718609915943095,6607.27218314016,,,4.338397426615576,1352.23527209617,9.059186260833332,2.023887757508393,29.718609915943095,6607.27218314016,,,4.338397426615576,1352.23527209617,9.059186260833332,2.023887757508393,29.718609915943095,6607.27218314016,,,2.220144296357403,286.70780470156666,,,2.220144296357403,286.70780470156666,,,4.402886460055556,901.3974911563091,5.452840595331814,2.0164609978611576,1.3064209491527297,17.655711589783035,41593.773871650905,
-> Gridding Kernel Update [Mvis/s],,0.005357211706295936,0.04799671387103999,0.006325998653208068,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005357211706295936,0.04799671387103999,0.0064943579918086865,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005357211706295936,0.04799671387103999,0.0064943579918086865,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005196884848731631,0.04226467576846098,,,0.005196884848731631,0.04226467576846098,,,0.0058111554802007795,0.04705600443672002,0.005928858033043794,0.005588015649036166,0.005064806902395941,0.009395589895851063,0.39749494845535954,
-> Correct [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,14.52786509352047,10.458290031603775,9.685370726594526,5.380931286804311,5.380931286804311,10.458290031603775,10.458290031603775,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,7.555842700129431,7.555842700129431,7.555842700129431,18.058808888888887,14.68541246316694
-> IFFT [Mvis/s],,0.022859728219816314,0.011006535809541189,0.029717646685761212,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.022859728219816314,0.011006535809541189,0.028302520653105904,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.022859728219816314,0.011006535809541189,0.028302520653105904,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.029871796720903645,0.011063628415149497,,,0.029871796720903645,0.011063628415149497,,,0.027035725173722356,0.011014554700405398,0.02973929769109459,0.0055072773502027016,0.022029109400810803,0.002937214586774774,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,35.325540981589356,19.383012884273995,53.841702456316646,336.5106403519791,,,,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,30.330103812055675,19.411266439715636,53.92018455476563,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,5.38093128680431,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.38093128680431,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,5.38093128680431,5.380931286804311,10.458290031603775,,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,7.55584270012943,7.555842700129431,7.555842700129431,18.058808888888887,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,14.52786509352047,,14.52786509352047,,,,,,14.52786509352047,,9.685370726594526,,,,,,14.52786509352047,,9.685370726594526,,,,,,8.902375051900703,,,,8.902375051900703,,,,18.058808888888887,,18.058808888888887,,,,,
-> Degridding Kernel Update [Mvis/s],,0.005357211706295936,0.04799671387103999,0.006325998653208068,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005357211706295936,0.04799671387103999,0.0064943579918086865,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005357211706295936,0.04799671387103999,0.0064943579918086865,0.0052498463862095685,0.010355211859450816,0.09086203486468326,,,0.005196884848731631,0.04226467576846098,,,0.005196884848731631,0.04226467576846098,,,0.0058111554802007795,0.04705600443672002,0.005928858033043794,0.005588015649036166,0.005064806902395941,0.009395589895851063,0.39749494845535954,
-> Phase Rotation [Mvis/s],,14.52786509352047,10.458290031603775,14.52786509352047,1.0761862573608618,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,1.0761862573608618,5.380931286804311,10.458290031603775,,,14.52786509352047,10.458290031603775,9.685370726594526,1.0761862573608618,5.380931286804311,10.458290031603775,,,8.902375051900703,6.40862351093057,,,8.902375051900703,6.40862351093057,,,18.058808888888887,14.68541246316694,18.058808888888887,1.511168540025886,7.555842700129431,7.555842700129431,18.058808888888887,
-> Reprojection [Mvis/s],,20.902686971354644,,35.325540981589356,19.383012884273995,53.841702456316646,336.5106403519791,,,20.902686971354644,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,20.902686971354644,,32.04130701277945,19.383012884273995,53.841702456316646,336.5106403519791,,,35.69296957339958,,,,35.69296957339958,,,,29.237217426761788,,35.37703308638176,30.330103812055675,2.4264083049644545,53.92018455476563,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,104.51343485677323,,176.62770490794676,19.383012884273995,21.536680982526658,44.86808538026387,,,104.51343485677323,,160.20653506389726,19.383012884273995,21.536680982526658,44.86808538026387,,,104.51343485677323,,160.20653506389726,19.383012884273995,21.536680982526658,44.86808538026387,,,178.46484786699793,,,,178.46484786699793,,,,146.1860871338089,,176.88516543190875,30.330103812055675,2.4264083049644545,21.56807382190626,1.0284459029152995,
