,hpso01 (Ingest) [Nf_max=16384] [Na=128],hpso01 (RCAL) [Nf_max=16384] [Na=128],hpso01 (FastImg) [Nf_max=16384] [Na=128],hpso01 (ICAL) [Nf_max=16384] [Na=128],hpso01 (DPrepA) [Nf_max=16384] [Na=128],hpso01 (DPrepB) [Nf_max=16384] [Na=128],hpso01 (DPrepC) [Nf_max=16384] [Na=128],hpso01 (DPrepD) [Nf_max=16384] [Na=128],hpso02a (Ingest) [Nf_max=16384] [Na=128],hpso02a (RCAL) [Nf_max=16384] [Na=128],hpso02a (FastImg) [Nf_max=16384] [Na=128],hpso02a (ICAL) [Nf_max=16384] [Na=128],hpso02a (DPrepA) [Nf_max=16384] [Na=128],hpso02a (DPrepB) [Nf_max=16384] [Na=128],hpso02a (DPrepC) [Nf_max=16384] [Na=128],hpso02a (DPrepD) [Nf_max=16384] [Na=128],hpso02b (Ingest) [Nf_max=16384] [Na=128],hpso02b (RCAL) [Nf_max=16384] [Na=128],hpso02b (FastImg) [Nf_max=16384] [Na=128],hpso02b (ICAL) [Nf_max=16384] [Na=128],hpso02b (DPrepA) [Nf_max=16384] [Na=128],hpso02b (DPrepB) [Nf_max=16384] [Na=128],hpso02b (DPrepC) [Nf_max=16384] [Na=128],hpso02b (DPrepD) [Nf_max=16384] [Na=128],hpso04a (Ingest) [Nf_max=16384] [Na=128],hpso04a (RCAL) [Nf_max=16384] [Na=128],hpso04a (FastImg) [Nf_max=16384] [Na=128],hpso04a (PSS) [Nf_max=16384] [Na=128],hpso05a (Ingest) [Nf_max=16384] [Na=128],hpso05a (RCAL) [Nf_max=16384] [Na=128],hpso05a (FastImg) [Nf_max=16384] [Na=128],hpso05a (PST) [Nf_max=16384] [Na=128],max_low (Ingest) [Nf_max=16384] [Na=128],max_low (RCAL) [Nf_max=16384] [Na=128],max_low (FastImg) [Nf_max=16384] [Na=128],max_low (ICAL) [Nf_max=16384] [Na=128],max_low (DPrepA) [Nf_max=16384] [Na=128],max_low (DPrepA_Image) [Nf_max=16384] [Na=128],max_low (DPrepB) [Nf_max=16384] [Na=128],max_low (DPrepC) [Nf_max=16384] [Na=128],max_low (DPrepD) [Nf_max=16384] [Na=128]
-> Correct [Tera/s],,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,,0.007002435911791829,0.002520449607911791,,,0.007002435911791829,0.002520449607911791,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.03268803794192769,0.03268803794192769,0.06537607588385538,0.07812590250666665,0.07812590250666665
-> IFFT [Tera/s],,0.07538144134086143,0.1550922798058644,0.6784329720677529,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.07538144134086143,0.1550922798058644,0.3015206935517447,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.07538144134086143,0.1550922798058644,0.3015206935517447,0.03948821991308217,0.11374466999258043,0.07897643982616434,,,0.03807887352826001,0.07835264061781354,,,0.03807887352826001,0.07835264061781354,,,0.0377456529724191,0.07765916438887902,0.33971087675177186,0.019772888294111043,0.019772888294111043,0.05695522338285071,0.03954577658822209,
-> Identify Component [Tera/s],,,,5.12e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,2e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,2e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,,,,,,,,,2.986666666666667e-08,5.703703703703703e-11,5.703703703703703e-11,3.6666666666666664e-08,5.33997037037037e-07,
-> Average [Tera/s],0.01420470954666667,,,,,,,,0.01420470954666667,,,,,,,,0.01420470954666667,,,,,,,,0.007102354773333335,,,,0.007102354773333335,,,,0.007102354773333335,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.9091014109866667,0.0,8.18191269888,0.0,0.8380422078223351,0.0,,,0.9091014109866667,0.0,3.196059648,0.0,0.8380422078223351,0.0,,,0.9091014109866667,0.0,3.196059648,0.0,0.8380422078223351,0.0,,,0.17506089779479578,0.0,,,0.17506089779479578,0.0,,,0.4545507054933334,0.0,4.09095634944,0.0,0.0,0.5883846829546984,0.0,
-> Receive [Tera/s],0.01442840576,,,,,,,,0.01442840576,,,,,,,,0.01442840576,,,,,,,,0.00721420288,,,,0.00721420288,,,,0.00721420288,,,,,,,,
-> Solve [Tera/s],,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,3.2768e-08,,,,3.2768e-08,,,,3.2768e-08,,9.448106666666668e-07,,,,,
-> Degridding Kernel Update [Tera/s],,27.955387920732566,1.0666304799319581,251.59849128346733,28.543061145295365,94.17443886151968,301.3606634801437,,,27.955387920732566,1.0666304799319581,111.43100702199797,28.543061145295365,94.17443886151968,301.3606634801437,,,27.955387920732566,1.0666304799319581,111.43100702199797,28.543061145295365,94.17443886151968,301.3606634801437,,,5.678531244918446,0.027211727253114253,,,5.678531244918446,0.027211727253114253,,,13.665358432580952,0.5884756741373889,122.9882249593869,13.069975421578365,15.188773921568272,45.754222899121984,2324.2027480471584,
-> Phase Rotation [Tera/s],,0.006852439805720512,0.0,0.06167195825148461,0.0,0.011393207324123193,0.0,,,0.006852439805720512,0.0,0.029532817132535586,0.0,0.011393207324123193,0.0,,,0.006852439805720512,0.0,0.029532817132535586,0.0,0.011393207324123193,0.0,,,0.001979040943912967,0.0,,,0.001979040943912967,0.0,,,0.004811058282429923,0.0,0.043299524541869305,0.0,0.0,0.007629790302393498,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.019770734336747406,0.0004942683584186851,0.14234928722458132,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.019770734336747406,0.0004942683584186851,0.05693971488983253,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,123.81832553760486,123.81832553760486,123.81832553760486,147.96572444444445,
-> Subtract Visibility [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,123.81832553760486,123.81832553760486,123.81832553760486,147.96572444444445,
-> Flag [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,123.81832553760486,123.81832553760486,123.81832553760486,147.96572444444445,147.96572444444445
-> Degrid [Mvis/s],,148.73822833605334,20473.009504382564,148.7382283357479,1584.403633706784,181.37414270805957,30223.80586711933,,,148.73822833605334,20473.009504382564,227.02261934364543,1584.403633706784,181.37414270805957,30223.80586711933,,,148.73822833605334,20473.009504382564,227.02261934364543,1584.403633706784,181.37414270805957,30223.80586711933,,,206.41754494809186,4698.308539825747,,,206.41754494809186,4698.308539825747,,,99.35101973851076,11700.999941269896,99.35101963090274,990.767700082314,1030.4262660278036,115.37974088345418,72032.34451844351,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,1.115305957962323,37.76572084467003,1.115305957962323,6.016956044713117,1.1987802319153191,21.20518311653533,,,1.115305957962323,37.76572084467003,1.3672600524322032,6.016956044713117,1.1987802319153191,21.20518311653533,,,1.115305957962323,37.76572084467003,1.3672600524322032,6.016956044713117,1.1987802319153191,21.20518311653533,,,1.649200786594139,24.18377962893196,,,1.649200786594139,24.18377962893196,,,1.5660997013118239,48.688104644919584,1.5660997013118239,8.448941176979005,8.448941176979005,1.6055956023555342,38.545908464221625,
-> Subtract Image Component [Mvis/s],,,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,,,,,,,,,,,55.276614197471474,337.00115346728535,337.00115346728535,53.92018455476563,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.0074294116714403,0.011006535809541189,0.0074294116714403,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.0074294116714403,0.011006535809541189,0.007924705782869653,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.0074294116714403,0.011006535809541189,0.007924705782869653,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.011948718688361457,0.011063628415149497,,,0.011948718688361457,0.011063628415149497,,,0.007434824422773646,0.011014554700405398,0.007434824422773646,0.018357591167342337,0.018357591167342334,0.007343036466936934,0.018357591167342337,
-> Grid [Mvis/s],,148.73822833605334,20473.009504382564,148.7382283357479,1584.403633706784,181.37414270805957,30223.80586711933,,,148.73822833605334,20473.009504382564,227.02261934364543,1584.403633706784,181.37414270805957,30223.80586711933,,,148.73822833605334,20473.009504382564,227.02261934364543,1584.403633706784,181.37414270805957,30223.80586711933,,,206.41754494809186,4698.308539825747,,,206.41754494809186,4698.308539825747,,,99.35101973851076,11700.999941269896,99.35101963090274,990.767700082314,1030.4262660278036,115.37974088345418,72032.34451844351,
-> Gridding Kernel Update [Mvis/s],,0.08944603447730613,0.7865267910056677,0.08944603447718767,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.08944603447730613,0.7865267910056677,0.09636533390596326,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.08944603447730613,0.7865267910056677,0.09636533390596326,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.11881526154261705,0.6925953318805265,,,0.11881526154261705,0.6925953318805265,,,0.08618949025788862,0.7711112952230152,0.08618949019842799,0.201977698208878,0.21006248525156168,0.09363123942046045,1.6882439110770155,
-> Correct [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214805,88.17784173214805,147.96572444444445,147.96572444444445,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,123.81832553760486,123.81832553760486,123.81832553760486,147.96572444444445,147.96572444444445
-> IFFT [Mvis/s],,0.03714705835720151,0.011006535809541189,0.03714705835720151,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.03714705835720151,0.011006535809541189,0.039623528914348276,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.03714705835720151,0.011006535809541189,0.039623528914348276,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.05974359344180729,0.011063628415149497,,,0.05974359344180729,0.011063628415149497,,,0.03717412211386824,0.011014554700405398,0.03717412211386824,0.018357591167342337,0.09178795583671168,0.002937214586774774,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,,,,,,,,,,,55.276614197471474,337.00115346728535,337.00115346728535,53.92018455476563,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214804,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214804,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,88.17784173214804,88.17784173214805,147.96572444444445,,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,123.81832553760485,123.81832553760486,123.81832553760486,147.96572444444445,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,147.96572444444445,,147.96572444444445,,,,,,147.96572444444445,,147.96572444444445,,,,,,147.96572444444445,,147.96572444444445,,,,,,145.88408149566314,,,,145.88408149566314,,,,147.96572444444445,,147.96572444444445,,,,,
-> Degridding Kernel Update [Mvis/s],,0.08944603447730613,0.7865267910056677,0.08944603447718767,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.08944603447730613,0.7865267910056677,0.09636533390596326,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.08944603447730613,0.7865267910056677,0.09636533390596326,0.22677379572587825,0.09859003930010123,0.5257491305930978,,,0.11881526154261705,0.6925953318805265,,,0.11881526154261705,0.6925953318805265,,,0.08618949025788862,0.7711112952230152,0.08618949019842799,0.201977698208878,0.21006248525156168,0.09363123942046045,1.6882439110770155,
-> Phase Rotation [Mvis/s],,147.96572444444445,147.96572444444445,147.96572444444445,17.635568346429608,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,17.635568346429608,88.17784173214805,147.96572444444445,,,147.96572444444445,147.96572444444445,147.96572444444445,17.635568346429608,88.17784173214805,147.96572444444445,,,145.88408149566314,105.01873366299128,,,145.88408149566314,105.01873366299128,,,147.96572444444445,147.96572444444445,147.96572444444445,24.76366510752097,123.81832553760486,123.81832553760486,147.96572444444445,
-> Reprojection [Mvis/s],,55.19615778373337,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,55.19615778373337,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,55.19615778373337,,62.800961745047736,336.5106403519791,53.841702456316646,336.5106403519791,,,142.77187829359832,,,,142.77187829359832,,,,55.2766141974715,,55.276614197471496,337.00115346728535,42.12514418341067,53.92018455476563,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,275.98078891866686,,275.98078891866686,336.5106403519791,21.536680982526658,44.86808538026387,,,275.98078891866686,,314.0048087252386,336.5106403519791,21.536680982526658,44.86808538026387,,,275.98078891866686,,314.0048087252386,336.5106403519791,21.536680982526658,44.86808538026387,,,713.8593914679917,,,,713.8593914679917,,,,276.3830709873575,,276.3830709873574,337.00115346728535,42.12514418341067,21.56807382190626,1.0284459029152995,
